,record_id,start_page,volume,alpha_pub_date,numeric_pub_date,record_title,issue,pagination,url_doc_view,pub_id,year,month,day,review_type,reviewed_book_title,reviewed_book_pub_date,reviewed_book_publisher,reviewed_book_publisher_viaf_match,reviewed_book_genre,reviewed_book_price,reviewed_author_viaf_match,reviewed_author_name,perceived_author_gender
25,126481748,507,21,Oct 1884,18841001,Review 2 -- No Title,,,http://search.proquest.com/docview/126481748/,35796,1884,,,multi,,,,,,,,,
26,90105768,200,12,"Jun 4, 1881",18810604,Review 5 -- No Title,12,200,http://search.proquest.com/docview/90105768/,25067,1881,,,single_focus,Faith and Freedom,1881,Geo. H. Ellis,,Nonfiction - sermons,$1.50,http://viaf.org/viaf/46887607,Stopford A. Brooke,m
27,865321086,120,18,"Feb 10, 1893",18930210,BOOK TABLE,6,,http://search.proquest.com/docview/865321086/,237249,1893,,,cluster,,,,,,,,,
28,137096911,311,42,"Sep 4, 1890",18900904,Review 1 -- No Title,10,311,http://search.proquest.com/docview/137096911/,35616,1890,,,multi,,,,,,,,,
29,136144380,489,32,May 1916,19160501,Review 6 -- No Title,3,489,http://search.proquest.com/docview/136144380/,35593,1916,,,single_focus,The Ragged-Trousered Philanthropists,1916,Frederick A. Stokes Company,http://viaf.org/viaf/131785575,Fiction,$1.25,http://viaf.org/viaf/51943759,Robert Tressall,m
30,124823067,383,Volume XV,Apr 1894,18940401,Sociologic Questions:--,Number 4,383,http://search.proquest.com/docview/124823067/,24154,1894,,,multi,,,,,,,,,
31,90559137,840,65,"Oct 8, 1908",19081008,Literature,3123,840,http://search.proquest.com/docview/90559137/,24565,1908,,,single_focus,A Lord of Lands,1908,Henry Holt & Co.,http://viaf.org/viaf/126775354,Fiction,$1.5,http://viaf.org/viaf/9414318,Ramsey Benson,m
32,89650108,142,XVIII,"Mar 1, 1895",18950301,ART IN PRIMITIVE GREECE.,209,142,http://search.proquest.com/docview/89650108/,25244,1895,,,single_focus,History of Art in Ancient Greece: Mycenian Art,1895,A.C. Armstrong & Son,http://viaf.org/viaf/136364532,Nonfiction,,http://viaf.org/viaf/49288717,Georges Perrot,m
33,124460722,694,,Mar 1896,18960301,UNCLE JERRY'S PLATFORM.,No. LXXVI.,694,http://search.proquest.com/docview/124460722/,24237,1896,,,single_focus,"Uncle Jerry's Platform, and other Christmas Stories",1896,Arena PublishingCompany,http://viaf.org/viaf/144633186,Fiction,75 cents,http://viaf.org/viaf/118948584,Gillie McCabe,none
34,127413233,194,63,"Jun 23, 1886",18860623,Review 1 -- No Title,25,194,http://search.proquest.com/docview/127413233/,24380,1886,,,multi,,,,,,,,,
35,89675866,355,XLVIII,"May 16, 1910",19100516,THE GENIUS OF THE FRENCH.,574,355,http://search.proquest.com/docview/89675866/,25244,1910,,,single_focus,The French Procession: A Pageant of Great Writers,1910,Duffield & Co. ,http://viaf.org/viaf/155205389,Nonfiction,,http://viaf.org/viaf/76367889,Madame Mary DuClaux,f
36,124151303,126,91,"Jan 27, 1906",19060127,A Boys' Life of Christ,4,126,http://search.proquest.com/docview/124151303/,26207,1906,,,single_focus,The Boys' Life of Christ,1906,Funk & Wagnalls Co.,http://viaf.org/viaf/148443438,Fiction - bible narrative,$1.25,http://viaf.org/viaf/43462192,William B. Forbush,m
37,124905465,202,,"Oct 27, 1888",18881027,A New Translation of Hugo,252,202,http://search.proquest.com/docview/124905465/,24241,1888,,,multi,,,,,,,,,
38,88891581,118,13,"May 1, 1881",18810501,New Publications,5,,http://search.proquest.com/docview/88891581/,40143,1881,,,cluster,,,,,,,,,
39,90496449,18,47,"Oct 31, 1895",18951031,LITERARY NOTES.,2448,18,http://search.proquest.com/docview/90496449/,24565,1895,,,not_review,,,,,,,,,
40,136680305,497,77,"Oct 19, 1899",18991019,THE TRANSVAAL CRISIS,42,497,http://search.proquest.com/docview/136680305/,26663,1899,,,not_review,,,,,,,,,
41,137406560,156,XXXVIII,Aug 1901,19010801,Review 2 -- No Title,No. 2.,156,http://search.proquest.com/docview/137406560/,24705,1901,,,brief,,,,,,,,,
42,90483329,19,50,"Mar 10, 1898",18980310,"AMERICAN IDEALS AND OTHER ESSAYS, SOCIAL AND POLITICAL.",2571,19,http://search.proquest.com/docview/90483329/,24565,1898,,,multi,,,,,,,,,
43,288218813,63,4,"Oct 1, 1906",19061001,OUR MAGAZINE SHELF,1,,http://search.proquest.com/docview/288218813/,105834,1906,,,cluster,,,,,,,,,
44,124189638,619,85,"Apr 26, 1900",19000426,Literature,17,619,http://search.proquest.com/docview/124189638/,26206,1900,,,single_focus,Exploratorio Evangelica,1900,G.P. Putnam's Sons,http://viaf.org/viaf/295600056,Nonfiction,$4.5,http://viaf.org/viaf/14897764,Percy Gardner,m
45,125728562,474,35,May/Jun 1901,19010501,Review 2 -- No Title,,474,http://search.proquest.com/docview/125728562/,35448,1901,,,single_focus,"Lawyers Reports Annotated, Book XLIX",1900,The Lawyers Cooperative Publishing Company,,Nonfiction,$5.00,http://viaf.org/viaf/68518246; http://viaf.org/viaf/19257563,Burdett A. Rich; Henry P. Farnham,none
46,136927995,91,21,"Jan 1, 1900",19000101,Review 1 -- No Title,1,91,http://search.proquest.com/docview/136927995/,41352,1900,,,single_focus,The Treatment of Nature in the Poetry of the Roman Republic,,"Bulletin of the University of Wisconsin, Philology and Literature Series",https://viaf.org/viaf/131396381,Nonfiction,,http://viaf.org/viaf/2698155044726372520003,Katharine Allen,f
47,124732574,648,56,Jan 1923,19230101,WILLA CATHER,5,,http://search.proquest.com/docview/124732574/,24243,1923,,,multi,,,,,,,,,
48,90464121,157,55,"Jan 15, 1903",19030115,Review 1 -- No Title,2824,157,http://search.proquest.com/docview/90464121/,24565,1903,,,multi,,,,,,,,,
49,90582707,332,83,"Sep 6, 1915",19150906,THE RUSSIAN SOUL,3483,332,http://search.proquest.com/docview/90582707/,24565,1915,,,single_focus,An Interpretation of the Russian People,1915,"McBride, Nast & Co.",,Nonfiction,$1.25,http://viaf.org/viaf/45078389,Leo Wiener,m
50,136531676,573,80,"Mar 22, 1902",19020322,Review 10 -- No Title,12,,http://search.proquest.com/docview/136531676/,24230,1902,,,single_focus,Clinical Hematology,1902,P. Blakiston's Son & Co.,,Nonfiction - handbook/guide,,http://viaf.org/viaf/63762838,John C. Da Cost Jr.,none
51,90191906,190,28,"Jun 12, 1897",18970612,Trumpets and Shawms.,12,,http://search.proquest.com/docview/90191906/,25067,1897,,,multi,,,,,,,,,
52,124742287,71,49,Mar 1919,19190301,A BOOK-SHELF FOR THE MONTH,1,,http://search.proquest.com/docview/124742287/,24243,1919,,,single_focus,In the Shadow of the Cathedral,1903,E. P. Dutton & Company,http://viaf.org/viaf/266034617,Fiction,,http://viaf.org/viaf/73848096,Vicente Blasco Ibanez,m
53,90161765,373,29,"Nov 12, 1898",18981112,THE NOVEMBER MAGAZINES.,23,,http://search.proquest.com/docview/90161765/,25067,1898,,,not_review,,,,,,,,,
54,90710064,98,55,"Jan 13, 1910",19100113,The Latest Books,1420,98,http://search.proquest.com/docview/90710064/,35397,1910,,,single_focus,Lost Borders,1910,,,Fiction,,http://viaf.org/viaf/34482580,Mary Austin,f
55,89643011,280,XXI,"Nov 16, 1896",18961116,PRESENT EDUCATIONAL TENDENCIES.,250,280,http://search.proquest.com/docview/89643011/,25244,1896,,,multi,,,,,,,,,
56,125248726,206,94,Jul 1887,18870701,Review 5 -- No Title,187,206,http://search.proquest.com/docview/125248726/,41361,1887,,,single_focus,"Diseases of the Ear, and Their Treatment",1887,G.P. Putnam's Sons,http://viaf.org/viaf/295600056,Nonfiction,,http://viaf.org/viaf/84804712,Arthur Hartmann,none
57,125284689,13,70,"Jan 19, 1899",18990119,Review 2 -- No Title,3,13,http://search.proquest.com/docview/125284689/,24208,1899,,,single_focus,"The Goede Vrouw of Mana-ha-ta, at Home and in Society",1899,Charles Scribner's Sons,http://viaf.org/viaf/121555288,Nonfiction,$2,http://viaf.org/viaf/15164687,Mrs. John King Van Rensselaer,f
58,124882878,347,25,"May 16, 1896",18960516,Literature,743,347,http://search.proquest.com/docview/124882878/,24241,1896,,,single_focus,Democracy and Liberty,1896,"Longmans, Green & Co.",http://viaf.org/viaf/124935207,Nonfiction - political,,http://viaf.org/viaf/51708245,William Edward Hartpole-Lecky,m
59,90444175,787,53,"Apr 4, 1901",19010404,LITERATURE.,2731,787,http://search.proquest.com/docview/90444175/,24565,1901,,,single_focus,Up From Slavery: An Autobiography,1901,"Doubleday, Page & Co.",http://viaf.org/viaf/265181339,Nonfiction - autobiographical,$1.50,http://viaf.org/viaf/100210618,Booker T. Washington,m
60,124752239,436,2,Jan 1896,18960101,Review 8 -- No Title,5,,http://search.proquest.com/docview/124752239/,24243,1896,,,single_focus,A Question of Faith,1896,"Houghton, Mifflin & Co.",http://viaf.org/viaf/159556432,Fiction,$1.00,http://viaf.org/viaf/8413818,L. Dougall,f
61,90060844,60,22,"Feb 14, 1891",18910214,Bacon's Essays.,4,,http://search.proquest.com/docview/90060844/,25067,1891,,,cluster,,,,,,,,,
62,124767528,357,6,Dec 1897,18971201,TENNYSON: A MEMOIR.,4,,http://search.proquest.com/docview/124767528/,24243,1897,,,brief,Alfred Lord Tennyson: A Memoir,1897,Macmillan,http://viaf.org/viaf/140726562,Nonfiction - autobiographical,$10.00,http://viaf.org/viaf/79258105,Hallam Lord Tennyson,m
63,136707079,152,28,"Aug 23, 1883",18830823,Books and Authors.,8,152,http://search.proquest.com/docview/136707079/,35616,1883,,,single_focus,Christian History in its Three Great Periods,1883,Roberts Brothers,http://viaf.org/viaf/146678246,Nonfiction,,http://viaf.org/viaf/77615260,Joseph Henry Allen,m
64,124744486,517,30,Jan 1910,19100101,"II ARTHUR SYMONS'S ""THE ROMANTIC MOVEMENT IN ENGLISH POETRY""",5,,http://search.proquest.com/docview/124744486/,24243,1910,,,single_focus,The Romantic Movement in English Poetry,1910,E.P. Dutton and Company,http://viaf.org/viaf/266034617,Nonfiction,,http://viaf.org/viaf/61558452,Arthur Symons,m
65,136143241,175,25,Jan 1909,19090101,MISCELLANEOUS,1,175,http://search.proquest.com/docview/136143241/,35593,1909,,,multi,,,,,,,,,
66,136739171,22,34,"Nov 18, 1886",18861118,BOOKS AND AUTHORS.,21,22,http://search.proquest.com/docview/136739171/,35616,1886,,,multi,,,,,,,,,
67,124451296,504,,Feb 1896,18960201,THE LAND OF THE MUSKEG.,No. LXXV.,504,http://search.proquest.com/docview/124451296/,24237,1896,,,single_focus,The Land of the Muskeg,1896,J.B. Lippincott,http://viaf.org/viaf/265495543,Nonfiction,$4,http://viaf.org/viaf/104476841,H. Somers Somerset,m
68,128376070,110B,10,"Feb 1, 1910",19100201,Review 1 -- No Title,2,,http://search.proquest.com/docview/128376070/,51372,1910,,,cluster,,,,,,,,,
69,124914654,208,,"Jul 29, 1882",18820729,Music,41,208,http://search.proquest.com/docview/124914654/,24238,1882,,,single_focus,Life and Letters of Berlioz,1882,Scribner & Welford,http://viaf.org/viaf/129466493,Nonfiction - autobiographical,$6,http://viaf.org/viaf/71577105; http://viaf.org/viaf/44392428,Hector Berlioz; Daniel Bernard; H.M. Dunstan,m
70,137580997,545,,Oct 1888,18881001,Review 1 -- No Title,4,545,http://search.proquest.com/docview/137580997/,25257,1888,,,cluster,,,,,,,,,
71,125272017,13,73,"Feb 6, 1902",19020206,Review 4 -- No Title,6,13,http://search.proquest.com/docview/125272017/,24208,1902,,,brief,The Pastoral Epistles,1901,T. and T. Clark; Charles Scribner's Sons,,Nonfiction,75 cents,http://viaf.org/viaf/100190632; http://viaf.org/viaf/181918505/,Marcus Dods; Alexander Whyte,none
72,127446458,1122,77,"Aug 30, 1899",18990830,OUR BOOK TABLE,35,1122,http://search.proquest.com/docview/127446458/,24380,1899,,,single_focus,The Break-Up of China,1899,Harper & Brothers: New York,http://viaf.org/viaf/122099855,Nonfiction,,http://viaf.org/viaf/15709462,"Lord Charles Beresford, M.P.",m
73,90390994,195,203,"Oct 27, 1894",18941027,ST. TERESA.,2625,195,http://search.proquest.com/docview/90390994/,35437,1894,,,single_focus,Santa Teresa,1894,Adam & Charles Black,http://viaf.org/viaf/123220463,Nonfiction,,http://viaf.org/viaf/54118500,Gabriela Cunninghame Graham,f
74,91074231,329,37,"Dec 29, 1883",18831229,BOOK NOTICE,21,,http://search.proquest.com/docview/91074231/,35778,1883,,,brief,,,,,,,,,
75,124688361,16,125,"Jun 4, 1924",19240604,STRESSES IN FRAMED STRUCTURES,2447,16,http://search.proquest.com/docview/124688361/,24531,1924,,,single_focus,Stresses in Framed Structures,1924,McGraw-Hill,,Nonfiction,$5.00,,,none
76,89676052,338,,"Oct 11, 1917",19171011,Enrico Ferri,751,338,http://search.proquest.com/docview/89676052/,25244,1917,,,single_focus,Criminal Sociology,1917,"Little, Brown & Co.",http://viaf.org/viaf/144240696,Nonfiction,$5,http://viaf.org/viaf/64138905,Enrico Ferri,m
77,136967124,188,55,"Jan 9, 1897",18970109,Literary Notes,2,188,http://search.proquest.com/docview/136967124/,35617,1897,,,not_review,,,,,,,,,
78,136966110,1089,55,"Apr 24, 1897",18970424,NEW EDITIONS,17,1089,http://search.proquest.com/docview/136966110/,35617,1897,,,not_review,,,,,,,,,
79,90272171,616,316,"Mar 10, 1923",19230310,Review 1 -- No Title,4105,616,http://search.proquest.com/docview/90272171/,35438,1923,,,single_focus,On a Chinese Screen,1923,Doran,http://viaf.org/viaf/140800687,Nonfiction - travel,,http://viaf.org/viaf/66470937,W. S. Maugham,m
80,90649438,64,108,"Jan 21, 1922",19220121,Two Serious Efforts,3801,64,http://search.proquest.com/docview/90649438/,24566,1922,,,multi,,,,,,,,,
81,90099356,60,13,"Feb 25, 1882",18820225,DOROTHY.,4,60,http://search.proquest.com/docview/90099356/,25067,1882,,,single_focus,Dorothy. A Country Story,1882,Roberts Brothers,http://viaf.org/viaf/146678246,Poetry,$1.25,http://viaf.org/viaf/52617317,A. J. Munby,m
82,136758573,561,3,Sep 1894,18940901,Review 20 -- No Title,11,561,http://search.proquest.com/docview/136758573/,24702,1894,,,single_focus,A Year Among the Persians,1894,Macmillan & Company,http://viaf.org/viaf/140726562,Nonfiction,,http://viaf.org/viaf/29651479,Edward G Browne,m
83,89664544,205,XXVIII,"Mar 16, 1900",19000316,The Peasant's War.,330,205,http://search.proquest.com/docview/89664544/,25244,1900,,,single_focus,The Peasant's War in Germany,1900,Macmillan,http://viaf.org/viaf/140726562,Nonfiction,,http://viaf.org/viaf/64021535,E. Belfast Bax,m
84,124909790,268,8,"Nov 26, 1887",18871126,Holiday Publications,204,268,http://search.proquest.com/docview/124909790/,24241,1887,,,single_focus,Representative Etchings by Artists of To-day in America,1887,Frederick A. Stokes & Bro,http://viaf.org/viaf/131785575,Nonfiction,,http://viaf.org/viaf/18595062; http://viaf.org/viaf/283347; http://viaf.org/viaf/40868358; Not available; http://viaf.org/viaf/228390011; http://viaf.org/viaf/34346025; http://viaf.org/viaf/93986255; Not Available; Not Available; http://viaf.org/viaf/96572,Frederick S. Church; Robert F. Blum; James S. King; Stephen J. Parrish; Herman N. Hyneman; Frederic,m
85,89679830,96,LXII,"Feb 8, 1917",19170208,A PHILOSOPHY EMBATTLED.,735,96,http://search.proquest.com/docview/89679830/,25244,1917,,,multi,,,,,,,,,
86,90135638,158,20,"May 11, 1889",18890511,Nature and Man.,10,158,http://search.proquest.com/docview/90135638/,25067,1889,,,single_focus,Nature and Man,1889,D. Appleton & Co. ,http://viaf.org/viaf/129012558,Nonfiction,$2.00,http://viaf.org/viaf/27854648,J. Estlin Carpenter,m
87,89751266,281,33,Feb 1881,18810201,Review 1 -- No Title,2,281,http://search.proquest.com/docview/89751266/,24087,1881,,,single_focus,"Certain Men of Mark, Studies of Living Celebrities",1881,Roberts Brothers,http://viaf.org/viaf/146678246,Nonfiction - biographical,,http://viaf.org/viaf/27443390,George Makepeace Towle,m
88,125730970,638,36,Jul/Aug 1902,19020701,Review 2 -- No Title,,638,http://search.proquest.com/docview/125730970/,35448,1902,,,single_focus,"American State Reports, volume 84",1902,Bancroft-Whitney Company,,Nonfiction - report,,http://viaf.org/viaf/3933845,A.C. Freeman,none
89,90159404,356,13,"Oct 21, 1882",18821021,"Miss Amelia E. Barr's ""Young People of Shakespeare's Dramas.""",21,356,http://search.proquest.com/docview/90159404/,25067,1882,,,single_focus,Young People of Shakespeare's Dramas,1882,The Appletons,,Nonfiction - historical,$1.50,http://viaf.org/viaf/39738880,Amelia E Barr,f
90,90426068,53,50,"Jul 7, 1898",18980707,"RECOLLECTIONS OF A NONAGENARIAN of Life in New England, the Middle West and New York, Including a Mission to Great Britain, toge",2588,53,http://search.proquest.com/docview/90426068/,24565,1898,,,multi,,,,,,,,,
91,90598758,1089,57,"Nov 10, 1904",19041110,Literature,2919,1089,http://search.proquest.com/docview/90598758/,24565,1904,,,single_focus,Autobiography: Memories and Experiences of Moncure Daniel Conway,1904,"Houghton, Mifflin & Co.",http://viaf.org/viaf/159556432,Nonfiction - autobiographical,$6.00,http://viaf.org/viaf/17327998,Moncure D. Conway,m
92,124743705,214,49,Apr 1919,19190401,AN HISTORICAL TRILOGY,2,,http://search.proquest.com/docview/124743705/,24243,1919,,,multi,,,,,,,,,
93,89669886,365,LV,"Nov 1, 1913",19131101,Review 2 -- No Title,657,365,http://search.proquest.com/docview/89669886/,25244,1913,,,not_review,,,,,,,,,
94,136902134,178,21,"Aug 23, 1890",18900823,Book Notices.,8,178,http://search.proquest.com/docview/136902134/,24285,1890,,,multi,,,,,,,,,
95,124752894,262,40,Nov 1914,19141101,"THE COMES UP SMILING""",3,,http://search.proquest.com/docview/124752894/,24243,1914,,,single_focus,He Comes Up Smiling,1914,,,Drama - romance,,http://viaf.org/viaf/271034707;http://viaf.org/viaf/271115854,Byron Ongley;Emil Nyitray,m
96,89676173,329,XLIX,"Nov 1, 1910",19101101,ROMANTICISM IN LITERATURE AND LIFE.,585,329,http://search.proquest.com/docview/89676173/,25244,1910,,,single_focus,The Passions of the French Romantics,1910,Charles Scribner's Sons,http://viaf.org/viaf/121555288,Nonfiction - historical,,http://viaf.org/viaf/64382323,Francis Gribble,m
97,137059915,22,35,"Apr 14, 1887",18870414,A BUNDLE OF SERMONS.,15,22,http://search.proquest.com/docview/137059915/,35616,1887,,,multi,,,,,,,,,
98,136031325,3,89,"May 22, 1901",19010522,Our Book Table.,21,3,http://search.proquest.com/docview/136031325/,24536,1901,,,multi,,,,,,,,,
99,90631209,442,97,"Mar 29, 1919",19190329,The Story of the Pilgrims,3668,442,http://search.proquest.com/docview/90631209/,24565,1919,,,single_focus,The Pilgrims and Their History,1919,Macmillan,http://viaf.org/viaf/140726562,Nonfiction,$2,http://viaf.org/viaf/106964004,Roland G. Usher,m
100,90622858,22,113,"Jul 5, 1924",19240705,A Modern Shepherd to His Flock,3872,22,http://search.proquest.com/docview/90622858/,24567,1924,,,single_focus,The Editor And His People,1924,The Macmillan Company,http://viaf.org/viaf/140726562,Nonfiction,$2.50,http://viaf.org/viaf/22217519; http://viaf.org/viaf/39014803,William Allen White; Helen Ogden Mahin,multi
101,89683657,175,XLIX,"Sep 16, 1910",19100916,"""APPRAISED BY SMITH.""",582,175,http://search.proquest.com/docview/89683657/,25244,1910,,,single_focus,"A Catalogue Raisonne of the Works of the Most Eminent Dutch, Flemish, and French Painters, with a Description of their Principal Pictures",1910,E. P. Dutton & Company,http://viaf.org/viaf/266034617,Nonfiction,,,John Smith,m
102,89646871,179,XVI,"Mar 16, 1894",18940316,THE GREENLANDER AT HOME.,186,179,http://search.proquest.com/docview/89646871/,25244,1894,,,single_focus,Eskimo Life,1894,"Longman's, Green, & Co.",http://viaf.org/viaf/124935207,Nonfiction,,http://viaf.org/viaf/24638086; http://viaf.org/viaf/2509112,Fridtjof Nansen; William Archer,m
103,127542608,53,76,"Jan 12, 1898",18980112,Review 2 -- No Title,2,53,http://search.proquest.com/docview/127542608/,24380,1898,,,single_focus,Footprints of the Apostles,,"Longmans, Green & Co.",http://viaf.org/viaf/124935207,Nonfiction,,http://viaf.org/viaf/70549326,Herbert Mortimer Luckock,m
104,127390820,91,71,"Mar 22, 1893",18930322,Our Book Table.,12,91,http://search.proquest.com/docview/127390820/,24380,1893,,,single_focus,The Youth Of Frederick The Great,1893,S.C. Griggs & Co. ,http://viaf.org/viaf/125758087,Nonfiction,$2,http://viaf.org/viaf/7392798,Ernest Lavisse,m
105,760950213,5,5,"Sep 28, 1902",19020928,Art Music and Literature,46,,http://search.proquest.com/docview/760950213/,60393,1902,,,cluster,,,,,,,,,
106,90221629,665,217,"Jun 4, 1898",18980604,TWO RADICALS OF THE OLD SCHOOL.,2813,665,http://search.proquest.com/docview/90221629/,35438,1898,,,not_review,,,,,,,,,
107,89653017,440,XXVIII,"Jun 1, 1900",19000601,An example of amiable verbosity.,335,440,http://search.proquest.com/docview/89653017/,25244,1900,,,single_focus,"A Memoir of Her Royal Highness Princess Mary Adelaide, Duchess of Teck",1900,Scribner's,http://viaf.org/viaf/121555288,Nonfiction - autobiographical,,http://viaf.org/viaf/36485940,C. Kinloch Cooke,m
108,136992742,397,102,Aug 1906,19060801,Students and the Modern Missionary Crusade,8,397,http://search.proquest.com/docview/136992742/,35682,1906,,,single_focus,Students and the Modern Missionary Crusade,1906,New York Student Volunteer Movement for Foreign Missions,,Nonfiction - addresses,$1.50,,,none
109,124747684,55,16,Sep 1902,19020901,"IV. MR. HARBEN'S ""ABNER DANIEL.""",1,,http://search.proquest.com/docview/124747684/,24243,1902,,,single_focus,Abner Daniel,1902,Harper and Brothers,http://viaf.org/viaf/122099855,Fiction,,http://viaf.org/viaf/4090827,Will N Harben,m
